assignment_assignment_id	assignment_raw_solutions	assignment_skip_time	assignment_start_time	assignment_status	assignment_submit_time	task_suite_raw_tasks	worker_id
1	"[{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""not_working""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""not_working""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""yes""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""yes""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""yes""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""yes""}}]"		1763798027	APPROVED	1763798159	"[{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://metallobazarostov.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://rostok-piter.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://прицепижевск.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://toolhaus.ru""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""yes""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://заказ-товаров.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://эко-черепица.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://monsecret.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://mariela.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://skyheels.ru""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""no""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://neo-doc.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null}]"	6a9baea9-3f41-4368-b312-5d180dc3a1a6
2	"[{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""not_working""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""not_working""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""yes""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""not_working""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""yes""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}}]"		1763798160	APPROVED	1763798348	"[{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://telfer-snab.ru""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""no""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://reklamshop.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://buket82.ru""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""no""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://брючкинъ.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://дверибелаяглина.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://rozyvmoskve.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://галтсистемс.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://ru-sel.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://nitkaspb.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://aqualine-kzn.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null}]"	6a9baea9-3f41-4368-b312-5d180dc3a1a6
3	"[{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""not_working""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""yes""}}]"		1763798351	APPROVED	1763798516	"[{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://akbmart.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://rioshop.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://соколоволес.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://ритуал-бахчисарай.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://alxstudio.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://квадратура-абакан.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://flowers-bazar.ru""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""no""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://мягкосония.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://tuning-market.org""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""yes""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://вне-игры.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null}]"	6a9baea9-3f41-4368-b312-5d180dc3a1a6
4	[]		1763798519	EXPIRED		"[{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://witoyou.online""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""yes""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://rosstock24.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://хойисовсехуголковмира.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://aalyans.ru""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""yes""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://декскидс.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://болотоснегоход.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://2палки.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://alcotestery.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://вертикальныерадиаторы.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://регионгаздеталь36.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null}]"	6a9baea9-3f41-4368-b312-5d180dc3a1a6
5	[]		1763799517	EXPIRED		"[{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://na-krovati.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://ажиотаж-мебель.рф""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""no""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://aqualine-kzn.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://neo-doc.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://веськирпич.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://семена74.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://buket82.ru""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""no""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://ежевика74.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://хойисовсехуголковмира.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://abscolor.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null}]"	93d6f53a-1211-4106-915b-bbd21f0bf56a
6	"[{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""not_working""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""yes""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""not_working""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""yes""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}}]"		1763799661	APPROVED	1763800180	"[{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://соколоволес.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://basseynoff.com""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""no""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://экопокрытия.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://стройконтракт23.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://listbu.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://telfer-snab.ru""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""no""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://эко-черепица.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://ru-sel.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://mariela.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://заказ-товаров.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null}]"	af58fb1d-f58a-487c-ae38-7aef2ad8a418
7	"[{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""yes""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}},{""id"":null,""task_id"":null,""assignment_id"":null,""output_values"":{""result"":""no""}}]"		1763799661	APPROVED	1763799859	"[{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://ритуал-бахчисарай.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://opt-hoz.ru""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""yes""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://химрегион.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://прицепижевск.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://галтсистемс.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://курган-цветы.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://ежевика74.рф""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://akbmart.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""view"":{""data"":{""region_markup"":{""url"":""https://skyheels.ru""}}},""workflow"":""REGION_MARKUP""}},""known_solutions"":[{""output_values"":{""result"":""no""},""correctness_weight"":1.0}],""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null},{""id"":null,""input_values"":{""input"":{""workflow"":""REGION_MARKUP"",""view"":{""data"":{""region_markup"":{""url"":""https://rusnit-shop.ru""}}}}},""known_solutions"":null,""message_on_unknown_solution"":null,""solution_feedback"":null,""baseline_solutions"":null,""localization_config"":null}]"	d9cf1e62-6739-4b62-8056-5919e4acddaf
